Step,f1,esl,-esl,pesl,-pesl,COR_ESL,COR_PESL
83,0.222707376,0.077126585,-0.077126585,0.132611737,-0.132611737,,
84,0.229934871,0.0771631,-0.0771631,0.132648289,-0.132648289,,
85,0.23126334,0.077221736,-0.077221736,0.133223042,-0.133223042,,
86,0.23126334,0.077287696,-0.077287696,0.133805156,-0.133805156,,
87,0.229437172,0.07737229,-0.07737229,0.133373588,-0.133373588,,
88,0.232258007,0.077563785,-0.077563785,0.133565098,-0.133565098,,
89,0.243070334,0.077684999,-0.077684999,0.133428246,-0.133428246,,
90,0.251599103,0.07795538,-0.07795538,0.134214774,-0.134214774,,
91,0.247863218,0.077979304,-0.077979304,0.133980602,-0.133980602,,
92,0.247334734,0.078006372,-0.078006372,0.133749634,-0.133749634,,
93,0.245689601,0.07808429,-0.07808429,0.133827537,-0.133827537,,
94,0.24516125,0.078212842,-0.078212842,0.13395609,-0.13395609,,
95,0.24516125,0.078185551,-0.078185551,0.134186864,-0.134186864,,
96,0.246220261,0.078162186,-0.078162186,0.133647352,-0.133647352,,
97,0.24516125,0.078274816,-0.078274816,0.133759975,-0.133759975,,
98,0.237068921,0.078456298,-0.078456298,0.133683398,-0.133683398,,
99,0.241900623,0.078750111,-0.078750111,0.133977205,-0.133977205,,
