Step,f1,esl,-esl,pesl,-pesl,COR_ESL,COR_PESL
68,0.339723527,0.43915078,-0.43915078,0.585714459,-0.585714459,,
69,0.339723527,0.439162374,-0.439162374,0.585726023,-0.585726023,,
70,0.339723527,0.439159334,-0.439159334,0.585722923,-0.585722923,,
71,0.339723527,0.439169347,-0.439169347,0.585732996,-0.585732996,,
72,0.339723527,0.43918553,-0.43918553,0.585749149,-0.585749149,,
73,0.3404634,0.439177871,-0.439177871,0.58574152,-0.58574152,,
74,0.3404634,0.439189583,-0.439189583,0.585753262,-0.585753262,,
75,0.3404634,0.439208359,-0.439208359,0.585772038,-0.585772038,,
76,0.3404634,0.439206421,-0.439206421,0.58577013,-0.58577013,,
77,0.3404634,0.439215362,-0.439215362,0.585779011,-0.585779011,,
78,0.3404634,0.439220339,-0.439220339,0.585783958,-0.585783958,,
79,0.3404634,0.439219892,-0.439219892,0.585783541,-0.585783541,,
80,0.3404634,0.439209938,-0.439209938,0.585773528,-0.585773528,,
81,0.3404634,0.439205021,-0.439205021,0.5857687,-0.5857687,,
82,0.3404634,0.439201087,-0.439201087,0.585764766,-0.585764766,,
83,0.3404634,0.439203292,-0.439203292,0.585767031,-0.585767031,,
84,0.3404634,0.439199924,-0.439199924,0.585763574,-0.585763574,,
85,0.3404634,0.439197034,-0.439197034,0.585760653,-0.585760653,,
86,0.3404634,0.439205885,-0.439205885,0.585769594,-0.585769594,,
87,0.3404634,0.439208508,-0.439208508,0.585772157,-0.585772157,,
88,0.3404634,0.439209133,-0.439209133,0.585772753,-0.585772753,,
89,0.3404634,0.439198613,-0.439198613,0.585762262,-0.585762262,,
90,0.3404634,0.43919751,-0.43919751,0.58576113,-0.58576113,,
91,0.3404634,0.439202279,-0.439202279,0.585765898,-0.585765898,,
92,0.3404634,0.4392021,-0.4392021,0.585765779,-0.585765779,,
93,0.3404634,0.439206183,-0.439206183,0.585769832,-0.585769832,,
94,0.3404634,0.439203799,-0.439203799,0.585767448,-0.585767448,,
95,0.3404634,0.43921122,-0.43921122,0.585774839,-0.585774839,,
96,0.3404634,0.439197451,-0.439197451,0.58576107,-0.58576107,,
97,0.3404634,0.43920058,-0.43920058,0.58576417,-0.58576417,,
98,0.3404634,0.439201236,-0.439201236,0.585764885,-0.585764885,,
99,0.3404634,0.439196676,-0.439196676,0.585760295,-0.585760295,,
