Step,f1,esl,-esl,pesl,-pesl,COR_ESL,COR_PESL
78,0.395304799,0.176963195,-0.176963195,0.271832436,-0.271832436,,
79,0.398789197,0.177463248,-0.177463248,0.272897899,-0.272897899,,
80,0.395313621,0.177836895,-0.177836895,0.273384571,-0.273384571,,
81,0.393181801,0.178768009,-0.178768009,0.275333375,-0.275333375,,
82,0.388636351,0.179658383,-0.179658383,0.276902169,-0.276902169,,
83,0.387315959,0.180336073,-0.180336073,0.276901454,-0.276901454,,
84,0.39199391,0.180368975,-0.180368975,0.276595145,-0.276595145,,
85,0.390354156,0.180890054,-0.180890054,0.277681559,-0.277681559,,
86,0.39320752,0.180335686,-0.180335686,0.276787966,-0.276787966,,
87,0.392600924,0.179736555,-0.179736555,0.27618885,-0.27618885,,
88,0.390078872,0.180787593,-0.180787593,0.277805269,-0.277805269,,
89,0.390078872,0.180801883,-0.180801883,0.277819574,-0.277819574,,
90,0.380630583,0.182293147,-0.182293147,0.280102313,-0.280102313,,
91,0.383777648,0.18163079,-0.18163079,0.278987676,-0.278987676,,
92,0.384384334,0.181654945,-0.181654945,0.279577196,-0.279577196,,
93,0.382850677,0.182512969,-0.182512969,0.280322134,-0.280322134,,
94,0.383489639,0.182427809,-0.182427809,0.279897779,-0.279897779,,
95,0.383489639,0.182403654,-0.182403654,0.28021282,-0.28021282,,
96,0.386175752,0.181881934,-0.181881934,0.27957806,-0.27957806,,
97,0.381204963,0.182427004,-0.182427004,0.280236185,-0.280236185,,
98,0.380557597,0.183427751,-0.183427751,0.280671597,-0.280671597,,
99,0.380880654,0.183678612,-0.183678612,0.281487793,-0.281487793,,
