Step,f1,esl,-esl,pesl,-pesl,COR_ESL,COR_PESL
85,0.715277731,0.183104068,-0.183104068,0.246375665,-0.246375665,,
86,0.701388836,0.193358853,-0.193358853,0.259716868,-0.259716868,,
87,0.704861045,0.191140905,-0.191140905,0.256727338,-0.256727338,,
88,0.694444358,0.195986271,-0.195986271,0.263887495,-0.263887495,,
89,0.701388836,0.193404838,-0.193404838,0.259762853,-0.259762853,,
90,0.697916627,0.195004478,-0.195004478,0.262134105,-0.262134105,,
91,0.701388836,0.193660289,-0.193660289,0.260018289,-0.260018289,,
92,0.704861045,0.188400194,-0.188400194,0.253986597,-0.253986597,,
93,0.732638836,0.168924019,-0.168924019,0.228337586,-0.228337586,,
94,0.756944358,0.154259339,-0.154259339,0.208271682,-0.208271682,,
95,0.760416627,0.147359669,-0.147359669,0.200600415,-0.200600415,,
96,0.756944358,0.147926584,-0.147926584,0.201938927,-0.201938927,,
97,0.74999994,0.159828931,-0.159828931,0.215384483,-0.215384483,,
98,0.746527731,0.164285943,-0.164285943,0.220613107,-0.220613107,,
99,0.736111045,0.170204312,-0.170204312,0.228846237,-0.228846237,,
